group,trialNum,position,row,col,dist to center,quadrant,sprite image difference,reaction time,reaction time (no),correct position mentioned,late,manish continuous,psnr,psnr_bin,ssim,ssim_bin,psnr dog to alpha,psnr alpha to cat,ssim dog to alpha,,ssim alpha to cat,,manish dog to alpha,,manish alpha to cat,alpha_to_cat_similarity_group
17,22,"1,12",1,12,6.103277808,Top Right,h,did not see,did not see,incorrect,FALSE,0.734679,10.78471464,high,0.179079909,low,15.34391694,14.38535754,0.508477,medium,0.677180145,medium,0.33493,low,0.444266,low
17,23,"1,10",1,10,5.220153254,Top Right,m,1.42,1.42,correct,FALSE,0.499959,10.32626235,high,0.286714527,low,11.19447818,14.2366771,0.497438751,medium,0.649467159,medium,0.563235,medium,0.678726,medium
17,24,"1,14",1,14,7.433034374,Top Right,h,did not see,did not see,incorrect,FALSE,0.736799,10.48444,high,0.269980479,low,12.62634897,13.54333989,0.496518415,medium,0.670272006,medium,0.656448,medium,0.815978,high
17,25,"10,8",10,8,4.031128874,Bottom Left,l,did not see,did not see,incorrect,FALSE,0.14553,9.794274695,medium,0.185166605,low,14.24197055,14.41046095,0.506931,medium,0.733222414,high,0.347868,low,0.354189,low
17,26,"2,11",2,11,4.716990566,Top Right,m,1.24,1.24,correct,FALSE,0.507319,8.711511,medium,0.265492587,low,11.94884922,13.84177221,0.56425953,medium,0.697536209,medium,0.315344,low,0.50332,medium
17,27,"4,12",4,12,4.031128874,Top Right,h,did not see,did not see,incorrect,FALSE,0.73963,12.75788073,high,0.582858012,medium,14.37935683,16.55274693,0.761275298,high,0.874402618,high,0.655942,medium,0.78649,high
17,28,"3,11",3,11,3.905124838,Top Right,h,1.29,1.29,correct,FALSE,0.739741,12.97809717,high,0.57621325,medium,14.39417639,14.49449471,0.702438435,high,0.722998537,high,0.300628,low,0.368617,low
17,29,"10,13",10,13,6.020797289,Bottom Right,m,1.06,1.06,correct,FALSE,0.500591,10.06340683,high,0.298305425,low,10.13842924,19.49684594,0.474857724,medium,0.850984441,high,0.52999,medium,0.83216,high
17,30,"10,7",10,7,4.272001873,Bottom Left,m,2.05,2.05,correct,FALSE,0.508513,8.513237656,low,0.403968,medium,13.23805087,13.34985898,0.677701305,medium,0.793334185,high,0.264864,low,0.374528,low
17,31,"8,15",8,15,6.800735254,Bottom Right,h,2.41,2.41,correct,FALSE,0.734422,8.71238593,medium,0.197689989,low,9.394358316,14.47228739,0.326145567,low,0.696217668,medium,0.591615,medium,0.755431,high
17,32,"8,5",8,5,4.031128874,Bottom Left,m,1.17,1.17,correct,FALSE,0.49912,6.812006337,low,0.310318732,low,9.163600247,15.69251421,0.535395161,medium,0.817047539,high,0.535063,medium,0.876311,high
17,33,"1,13",1,13,6.726812024,Top Right,m,did not see,did not see,incorrect,FALSE,0.49857,9.424437687,medium,0.102606722,low,10.59092374,17.55094477,0.402535668,medium,0.718065483,high,0.477183,low,0.378888,low
17,34,"7,13",7,13,4.609772229,Bottom Right,m,1.08,1.08,correct,FALSE,0.500695,8.19808684,low,0.391253477,low,10.44949291,15.81823347,0.604299494,medium,0.829366988,high,0.453987,low,0.412429,low
17,35,"8,12",8,12,4.031128874,Bottom Right,l,1.04,1.04,correct,FALSE,0.14951,6.7113568,low,0.276203655,low,11.74177958,12.67166615,0.636724214,medium,0.630259853,medium,0.209357,low,0.607968,medium
17,36,"4,12",4,12,4.031128874,Top Right,h,2.96,2.96,correct,FALSE,0.73963,12.75788073,high,0.582858012,medium,14.37935683,16.55274693,0.761275298,high,0.874402618,high,0.655942,medium,0.78649,high
17,37,"2,4",2,4,6.020797289,Top Left,l,1.23,1.23,correct,FALSE,0.134134,11.80467834,high,0.122054988,low,12.51678937,14.30177144,0.442517027,medium,0.571714239,medium,0.682246,medium,0.26678,low
17,38,"6,7",6,7,1.5,Bottom Left,l,1.08,1.08,correct,FALSE,0.140702,9.368791299,medium,0.253334812,low,10.28533586,20.54707722,0.498136795,medium,0.82694999,high,0.31958,low,0.609008,medium
17,39,"7,16",7,16,7.566372975,Bottom Right,m,did not see,did not see,incorrect,FALSE,0.500357,8.320421817,low,0.28431279,low,12.83948864,11.43907949,0.658612976,medium,0.498369677,medium,0.369187,low,0.296237,low
17,40,"3,16",3,16,8.077747211,Top Right,l,did not see,did not see,incorrect,FALSE,0.150855,8.534351401,low,0.321445976,low,13.35129939,12.6983491,0.641644397,medium,0.723125649,high,0.322746,low,0.454032,low
17,41,"10,12",10,12,5.315072906,Bottom Right,h,2.33,2.33,correct,FALSE,0.737677,10.73877749,high,0.391478842,low,13.88322429,13.41302586,0.642355492,medium,0.698780103,medium,0.306243,low,0.359737,low
17,42,"3,16",3,16,8.077747211,Top Right,l,did not see,did not see,incorrect,FALSE,0.150855,8.534351401,low,0.321445976,low,13.35129939,12.6983491,0.641644397,medium,0.723125649,high,0.322746,low,0.454032,low
17,43,"8,6",8,6,3.201562119,Bottom Left,l,0.95,0.95,correct,FALSE,0.137514,6.58017712,low,0.175683828,low,11.78284776,11.33352803,0.549881338,medium,0.599510892,medium,0.261824,low,0.237724,low
17,44,"6,2",6,2,6.5,Bottom Left,h,did not see,did not see,incorrect,FALSE,0.778935,15.62799797,high,0.675662359,medium,18.59302241,17.12269934,0.843946693,high,0.903996142,high,0.334572,low,0.32921,low
17,45,"3,5",3,5,4.609772229,Top Left,h,0.99,0.99,correct,FALSE,0.757983,10.13658799,high,0.1985744,low,11.71430297,13.95804308,0.426211827,medium,0.650370153,medium,0.287501,low,0.371619,low
17,46,"1,4",1,4,6.726812024,Top Left,h,0.15,0.15,correct,FALSE,0.775971,9.826318,medium,0.18007873,low,12.10056338,13.42246571,0.422549622,medium,0.648673698,medium,0.358936,low,0.397134,low
17,47,"4,6",4,6,3.201562119,Top Left,h,0.82,0.82,correct,FALSE,0.754106,9.296781572,medium,0.211521854,low,12.15512509,12.68434359,0.516418304,medium,0.57710279,medium,0.415739,low,0.422205,low
17,48,"7,5",7,5,3.640054945,Bottom Left,l,1.26,1.26,correct,FALSE,0.136619,8.412961428,low,0.28125962,low,16.88384777,10.6486613,0.744452681,high,0.485269067,medium,0.423673,low,0.42576,low
17,49,"3,7",3,7,3.354101966,Top Left,l,2.03,2.03,correct,FALSE,0.138609,7.915379776,low,0.135603743,low,15.00597891,11.34854427,0.536714869,medium,0.567697923,medium,0.350456,low,0.343107,low
17,50,"3,15",3,15,7.158910532,Top Right,l,0.91,0.91,correct,FALSE,0.1503,9.074487,medium,0.163994237,low,9.696648316,18.86998291,0.416280813,medium,0.762278638,high,0.394223,low,0.377542,low
17,51,"8,11",8,11,3.201562119,Bottom Right,m,0.85,0.85,correct,FALSE,0.499336,11.60434128,high,0.365012119,low,14.52275449,13.75396207,0.621860307,medium,0.714992648,high,0.297402,low,0.377662,low
17,52,"3,8",3,8,3.041381265,Top Left,h,did not see,did not see,incorrect,FALSE,0.747077,8.87526057,medium,0.431442666,medium,13.31413275,13.01872619,0.685711,medium,0.762279553,high,0.356156,low,0.374724,low
17,53,"1,12",1,12,6.103277808,Top Right,h,did not see,did not see,incorrect,FALSE,0.734679,10.78471464,high,0.179079909,low,15.34391694,14.38535754,0.508477,medium,0.677180145,medium,0.33493,low,0.444266,low
17,54,"8,13",8,13,4.924428901,Bottom Right,h,4.96,4.96,correct,FALSE,0.733349,8.535357277,low,0.152199734,low,13.92567612,11.80376331,0.452735111,medium,0.619001128,medium,0.36034,low,0.389775,low
17,55,"1,14",1,14,7.433034374,Top Right,h,7.48 late,7.48,correct,TRUE,0.736799,10.48444,high,0.269980479,low,12.62634897,13.54333989,0.496518415,medium,0.670272006,medium,0.656448,medium,0.815978,high
17,56,"9,10",9,10,3.354101966,Bottom Right,l,4.11,4.11,correct,FALSE,0.146642,4.842865959,low,0.178752532,low,10.02491233,10.40007359,0.543976362,medium,0.577367835,medium,0.272733,low,0.263515,low
17,57,"7,9",7,9,1.118033989,Bottom Right,h,1.64,1.64,correct,FALSE,0.741072,10.47874979,high,0.105368632,low,13.97430586,14.12906901,0.400642002,medium,0.675553024,medium,0.215563,low,0.248952,low
17,58,"8,11",8,11,3.201562119,Bottom Right,m,3.86,3.86,correct,FALSE,0.499336,11.60434128,high,0.365012119,low,14.52275449,13.75396207,0.621860307,medium,0.714992648,high,0.297402,low,0.377662,low
17,59,"11,10",11,10,5.220153254,Bottom Right,h,2.74,2.74,correct,FALSE,0.7424,7.486701604,low,0.319743383,low,11.55579275,12.08806228,0.593751088,medium,0.661036,medium,0.472472,low,0.497795,low
17,60,"11,8",11,8,5.024937811,Bottom Left,m,4.48,4.48,correct,FALSE,0.502892,8.38158913,low,0.186747736,low,11.24587368,13.01680924,0.501628904,medium,0.585746516,medium,0.26396,low,0.427673,low
17,61,"9,13",9,13,5.408326913,Bottom Right,l,2.45,2.45,correct,FALSE,0.149172,8.84052,medium,0.238928625,low,11.52561954,14.22189736,0.560865373,medium,0.648101,medium,0.311128,low,0.324536,low
17,62,"10,6",10,6,4.716990566,Bottom Left,h,did not see,did not see,incorrect,FALSE,0.749555,9.93544233,medium,0.334959898,low,16.19531718,11.9445738,0.673408807,medium,0.601764,medium,0.230714,low,0.194986,low
17,63,"6,10",6,10,1.5,Bottom Right,l,2.47,2.47,correct,FALSE,0.146857,11.94292328,high,0.210823548,low,11.88992384,18.3679121,0.506691517,medium,0.761694893,high,0.266352,low,0.499291,low
17,64,"10,9",10,9,4.031128874,Bottom Right,h,3.79,3.79,correct,FALSE,0.740666,7.720993015,low,0.09442,low,9.414941719,20.20555172,0.366135278,low,0.756319945,high,0.725229,high,0.872892,high
17,65,"11,6",11,6,5.590169944,Bottom Left,l,did not see,did not see,incorrect,FALSE,0.138655,10.11144153,high,0.280991005,low,12.95081191,13.53206151,0.560805841,medium,0.59694758,medium,0.295198,low,0.276641,low
17,66,"10,5",10,5,5.315072906,Bottom Left,l,did not see,did not see,incorrect,FALSE,0.137856,7.803767458,low,0.276825733,low,12.60270677,12.84937797,0.566765303,medium,0.708577117,high,0.202157,low,0.649259,medium
17,67,"9,13",9,13,5.408326913,Bottom Right,l,3.41,3.41,correct,FALSE,0.149172,8.84052,medium,0.238928625,low,11.52561954,14.22189736,0.560865373,medium,0.648101,medium,0.311128,low,0.324536,low
17,68,"10,9",10,9,4.031128874,Bottom Right,h,2.48,2.48,correct,FALSE,0.740666,7.720993015,low,0.09442,low,9.414941719,20.20555172,0.366135278,low,0.756319945,high,0.725229,high,0.872892,high
17,69,"6,9",6,9,0.5,Bottom Right,m,1.34,1.34,correct,FALSE,0.504844,8.173941,low,0.293603408,low,11.09340575,13.34785152,0.511369419,medium,0.68037281,medium,0.357873,low,0.275719,low
17,70,"9,13",9,13,5.408326913,Bottom Right,l,2.3,2.3,correct,FALSE,0.149172,8.84052,medium,0.238928625,low,11.52561954,14.22189736,0.560865373,medium,0.648101,medium,0.311128,low,0.324536,low
17,71,"6,10",6,10,1.5,Bottom Right,l,0.91,0.91,correct,FALSE,0.146857,11.94292328,high,0.210823548,low,11.88992384,18.3679121,0.506691517,medium,0.761694893,high,0.266352,low,0.499291,low
17,72,"6,16",6,16,7.5,Bottom Right,l,did not see,did not see,incorrect,FALSE,0.153924,14.03396787,high,0.28624245,low,14.23714988,16.69837,0.565897576,medium,0.797867769,high,0.246366,low,0.808382,high
17,73,"8,12",8,12,4.031128874,Bottom Right,l,1.37,1.37,correct,FALSE,0.14951,6.7113568,low,0.276203655,low,11.74177958,12.67166615,0.636724214,medium,0.630259853,medium,0.209357,low,0.607968,medium
17,74,"2,6",2,6,4.716990566,Top Left,l,0.77,0.77,correct,FALSE,0.137677,9.56870836,medium,0.265540002,low,10.68589655,17.76339604,0.512944441,medium,0.817970532,high,0.211048,low,0.855506,high
17,75,"1,5",1,5,6.103277808,Top Left,l,2.62,2.62,correct,FALSE,0.136468,8.949655165,medium,0.179499017,low,14.62175838,11.68992987,0.556387383,medium,0.547019886,medium,0.417885,low,0.495363,low
17,76,"4,4",4,4,4.924428901,Top Left,h,0.8,0.8,correct,FALSE,0.771979,7.208511187,low,0.285060423,low,9.166194,16.83160892,0.500389391,medium,0.766199896,high,0.752833,high,0.835335,high
17,77,"5,4",5,4,4.609772229,Top Left,l,1.43,1.43,correct,FALSE,0.136391,8.757408692,medium,0.090708,low,16.68725905,10.80687347,0.520577217,medium,0.421863859,medium,0.539504,medium,0.356104,low
17,78,"8,2",8,2,6.800735254,Bottom Left,m,1.38,1.38,correct,FALSE,0.503689,10.48672742,high,0.323602818,low,13.37275327,14.35221457,0.604297192,medium,0.728889203,high,0.427817,low,0.494826,low
17,79,"6,6",6,6,2.5,Bottom Left,m,1.4,1.4,correct,FALSE,0.50213,9.303835705,medium,0.344452753,low,12.30512571,15.10671503,0.616769859,medium,0.778462511,high,0.495231,low,0.379595,low
17,80,"10,10",10,10,4.272001873,Bottom Right,m,1.43,1.43,correct,FALSE,0.499534,9.648563,medium,0.261810297,low,11.97052117,14.50783338,0.54347749,medium,0.736437882,high,0.248511,low,0.310609,low
17,81,"1,9",1,9,5.024937811,Top Right,h,did not see,did not see,incorrect,FALSE,0.746658,4.614111186,low,0.149265881,low,10.49183059,9.696995934,0.512781742,medium,0.479681,medium,0.207347,low,0.183588,low
17,82,"10,8",10,8,4.031128874,Bottom Left,l,2.5,2.5,correct,FALSE,0.14553,9.794274695,medium,0.185166605,low,14.24197055,14.41046095,0.506931,medium,0.733222414,high,0.347868,low,0.354189,low
17,83,"9,7",9,7,3.354101966,Bottom Left,l,3.83,3.83,correct,FALSE,0.139933,10.0626,high,0.16400719,low,14.65662339,13.56802904,0.536818127,medium,0.669926803,medium,0.341348,low,0.279165,low
17,84,"11,11",11,11,5.590169944,Bottom Right,m,2.18,2.18,correct,FALSE,0.500313,7.72330069,low,0.243319301,low,14.53998244,10.58344222,0.636649044,medium,0.48022524,medium,0.609538,medium,0.67236,medium
17,85,"4,1",4,1,7.762087348,Top Left,l,1.01,1.01,correct,FALSE,0.131703,10.19838024,high,0.218051144,low,10.22316355,15.72851359,0.427485508,medium,0.691529169,medium,0.220884,low,0.553676,medium
17,86,"7,8",7,8,1.118033989,Bottom Left,l,1.93,1.93,correct,FALSE,0.141446,8.907897251,medium,0.196729243,low,11.71109844,15.33970314,0.519486562,medium,0.678647,medium,0.510532,medium,0.30426,low
17,87,"6,15",6,15,6.5,Bottom Right,l,did not see,did not see,incorrect,FALSE,0.152267,9.618126041,medium,0.19610824,low,12.4081962,13.77561861,0.522964476,medium,0.647909571,medium,0.26877,low,0.249944,low
17,88,"2,3",2,3,6.800735254,Top Left,l,did not see,did not see,incorrect,FALSE,0.133655,10.56458774,high,0.430848026,medium,14.35243978,14.45106499,0.695856139,medium,0.813388525,high,0.375356,low,0.265063,low
17,89,"9,10",9,10,3.354101966,Bottom Right,l,1.28,1.28,correct,FALSE,0.146642,4.842865959,low,0.178752532,low,10.02491233,10.40007359,0.543976362,medium,0.577367835,medium,0.272733,low,0.263515,low
17,90,"1,13",1,13,6.726812024,Top Right,m,did not see,did not see,incorrect,FALSE,0.49857,9.424437687,medium,0.102606722,low,10.59092374,17.55094477,0.402535668,medium,0.718065483,high,0.477183,low,0.378888,low
17,91,"7,7",7,7,1.802775638,Bottom Left,m,1.18,1.18,correct,FALSE,0.502215,8.656773238,low,0.422748638,medium,12.36911757,15.11340049,0.665249717,medium,0.783442259,high,0.661167,medium,0.560356,medium
17,92,"8,3",8,3,5.852349955,Bottom Left,l,1.06,1.06,correct,FALSE,0.132426,8.622265,low,0.330608731,low,12.90807718,12.5445627,0.668523,medium,0.630429519,medium,0.154598,low,0.922716,high
17,93,"2,6",2,6,4.716990566,Top Left,l,1.2,1.2,correct,FALSE,0.137677,9.56870836,medium,0.265540002,low,10.68589655,17.76339604,0.512944441,medium,0.817970532,high,0.211048,low,0.855506,high
17,94,"7,16",7,16,7.566372975,Bottom Right,m,1.06,1.06,correct,FALSE,0.500357,8.320421817,low,0.28431279,low,12.83948864,11.43907949,0.658612976,medium,0.498369677,medium,0.369187,low,0.296237,low
17,95,"7,11",7,11,2.692582404,Bottom Right,l,1.03,1.03,correct,FALSE,0.147853,9.569433646,medium,0.158388029,low,14.32793183,11.50281917,0.525956898,medium,0.516750079,medium,0.351476,low,0.475164,low
17,96,"10,12",10,12,5.315072906,Bottom Right,h,1.15,1.15,correct,FALSE,0.737677,10.73877749,high,0.391478842,low,13.88322429,13.41302586,0.642355492,medium,0.698780103,medium,0.306243,low,0.359737,low
17,97,"4,12",4,12,4.031128874,Top Right,h,1.18,1.18,correct,FALSE,0.73963,12.75788073,high,0.582858012,medium,14.37935683,16.55274693,0.761275298,high,0.874402618,high,0.655942,medium,0.78649,high
17,98,"6,14",6,14,5.5,Bottom Right,m,1.76,1.76,correct,FALSE,0.502396,8.910480767,medium,0.361857035,low,11.6861797,15.03899099,0.5946407,medium,0.807391859,high,0.544339,medium,0.80914,high
17,99,"5,14",5,14,5.590169944,Top Right,l,did not see,did not see,incorrect,FALSE,0.148361,7.042300446,low,0.248229732,low,10.42296033,12.87568645,0.51788006,medium,0.693103962,medium,0.383289,low,0.622011,medium
17,100,"2,12",2,12,5.315072906,Top Right,l,7.45 late,7.45,correct,TRUE,0.147122,4.198022944,low,0.139917736,low,11.81424932,8.671105795,0.651215233,medium,0.324339742,low,0.463928,low,0.210546,low
18,1,"1,4",1,4,6.726812024,Top Left,h,14.70 late,14.7,correct,TRUE,0.775971,9.826318,medium,0.18007873,low,12.10056338,13.42246571,0.422549622,medium,0.648673698,medium,0.358936,low,0.397134,low
18,2,"1,7",1,7,5.220153254,Top Left,m,did not see,did not see,incorrect,FALSE,0.503747,8.876649727,medium,0.210924652,low,9.93742363,17.05925232,0.451266934,medium,0.779103668,high,0.481094,low,0.822615,high
18,3,"9,4",9,4,5.408326913,Bottom Left,m,did not see,did not see,incorrect,FALSE,0.500631,9.10596,medium,0.292824624,low,11.29495284,13.62086718,0.518292385,medium,0.712222694,high,0.279565,low,0.346036,low
18,4,"9,4",9,4,5.408326913,Bottom Left,m,did not see,did not see,incorrect,FALSE,0.500631,9.10596,medium,0.292824624,low,11.29495284,13.62086718,0.518292385,medium,0.712222694,high,0.279565,low,0.346036,low
18,5,"11,8",11,8,5.024937811,Bottom Left,m,did not see,did not see,incorrect,FALSE,0.502892,8.38158913,low,0.186747736,low,11.24587368,13.01680924,0.501628904,medium,0.585746516,medium,0.26396,low,0.427673,low
18,6,"3,14",3,14,6.264982043,Top Right,m,did not see,did not see,incorrect,FALSE,0.499892,8.937116676,medium,0.307539235,low,11.82424497,12.43097484,0.52331,medium,0.615030286,medium,0.6662,medium,0.656165,medium
18,7,"10,8",10,8,4.031128874,Bottom Left,l,did not see,did not see,incorrect,FALSE,0.14553,9.794274695,medium,0.185166605,low,14.24197055,14.41046095,0.506931,medium,0.733222414,high,0.347868,low,0.354189,low
18,8,"8,11",8,11,3.201562119,Bottom Right,m,did not see,did not see,incorrect,FALSE,0.499336,11.60434128,high,0.365012119,low,14.52275449,13.75396207,0.621860307,medium,0.714992648,high,0.297402,low,0.377662,low
18,9,"4,5",4,5,4.031128874,Top Left,l,did not see,did not see,incorrect,FALSE,0.136479,8.881531158,medium,0.267210825,low,12.51184051,13.03479379,0.572692737,medium,0.696187913,medium,0.289533,low,0.554078,medium
18,10,"2,7",2,7,4.272001873,Top Left,h,did not see,did not see,incorrect,FALSE,0.750853,10.83670903,high,0.346841904,low,13.92310566,13.91547688,0.600680487,medium,0.745452,high,0.392602,low,0.384493,low
18,11,"11,12",11,12,6.103277808,Bottom Right,l,did not see,did not see,incorrect,FALSE,0.149208,6.964910345,low,0.205383878,low,11.37227671,11.36056335,0.513272278,medium,0.60665,medium,0.250617,low,0.465814,low
18,12,"7,15",7,15,6.576473219,Bottom Right,m,did not see,did not see,incorrect,FALSE,0.502179,7.377111724,low,0.375648,low,8.733071518,20.23847609,0.546844158,medium,0.885705169,high,0.509461,medium,0.880015,high
18,13,"8,6",8,6,3.201562119,Bottom Left,l,did not see,did not see,incorrect,FALSE,0.137514,6.58017712,low,0.175683828,low,11.78284776,11.33352803,0.549881338,medium,0.599510892,medium,0.261824,low,0.237724,low
18,14,"2,15",2,15,7.632168761,Top Right,h,5.57,5.57,correct,FALSE,0.733042,7.190191084,low,0.362656063,low,9.38279328,13.76564234,0.551752233,medium,0.766353542,high,0.411468,low,0.391219,low
18,15,"1,11",1,11,5.590169944,Top Right,l,did not see,did not see,incorrect,FALSE,0.14591,10.34087244,high,0.174811309,low,12.78446874,16.312975,0.512083092,medium,0.738746642,high,0.319124,low,0.228091,low
18,16,"6,15",6,15,6.5,Bottom Right,l,did not see,did not see,incorrect,FALSE,0.152267,9.618126041,medium,0.19610824,low,12.4081962,13.77561861,0.522964476,medium,0.647909571,medium,0.26877,low,0.249944,low
18,17,"5,14",5,14,5.590169944,Top Right,l,8.17 late,8.17,correct,TRUE,0.148361,7.042300446,low,0.248229732,low,10.42296033,12.87568645,0.51788006,medium,0.693103962,medium,0.383289,low,0.622011,medium
18,18,"3,16",3,16,8.077747211,Top Right,l,did not see,did not see,incorrect,FALSE,0.150855,8.534351401,low,0.321445976,low,13.35129939,12.6983491,0.641644397,medium,0.723125649,high,0.322746,low,0.454032,low
18,19,"10,13",10,13,6.020797289,Bottom Right,m,did not see,did not see,incorrect,FALSE,0.500591,10.06340683,high,0.298305425,low,10.13842924,19.49684594,0.474857724,medium,0.850984441,high,0.52999,medium,0.83216,high
18,20,"9,10",9,10,3.354101966,Bottom Right,l,did not see,did not see,incorrect,FALSE,0.146642,4.842865959,low,0.178752532,low,10.02491233,10.40007359,0.543976362,medium,0.577367835,medium,0.272733,low,0.263515,low
18,21,"10,4",10,4,6.020797289,Bottom Left,h,did not see,did not see,incorrect,FALSE,0.766454,9.475999,medium,0.297819217,low,13.01867065,13.95055075,0.536236678,medium,0.749323814,high,0.468754,low,0.527345,medium
18,22,"10,6",10,6,4.716990566,Bottom Left,h,did not see,did not see,incorrect,FALSE,0.749555,9.93544233,medium,0.334959898,low,16.19531718,11.9445738,0.673408807,medium,0.601764,medium,0.230714,low,0.194986,low
18,23,"1,8",1,8,5.024937811,Top Left,l,did not see,did not see,incorrect,FALSE,0.140666,10.43548707,high,0.147774762,low,12.36143857,12.58136712,0.333545032,low,0.608577825,medium,0.198327,low,0.78928,high
18,24,"1,4",1,4,6.726812024,Top Left,h,did not see,did not see,incorrect,FALSE,0.775971,9.826318,medium,0.18007873,low,12.10056338,13.42246571,0.422549622,medium,0.648673698,medium,0.358936,low,0.397134,low
18,25,"3,12",3,12,4.609772229,Top Right,m,11.12 late,11.12,correct,TRUE,0.503271,11.01952866,high,0.486262059,medium,12.98841629,16.65209115,0.682977,medium,0.854956468,high,0.324602,low,0.423311,low
18,26,"5,1",5,1,7.566372975,Top Left,m,2.38,2.38,correct,FALSE,0.504358,8.963868659,medium,0.257528758,low,11.74972293,14.17658446,0.518899952,medium,0.760644914,high,0.296504,low,0.331203,low
18,27,"9,6",9,6,3.905124838,Bottom Left,m,2.01,2.01,correct,FALSE,0.502667,8.725985556,medium,0.416661317,medium,11.24819177,14.54266132,0.628532,medium,0.777890291,high,0.529516,medium,0.826592,high
18,28,"1,8",1,8,5.024937811,Top Left,l,did not see,did not see,incorrect,FALSE,0.140666,10.43548707,high,0.147774762,low,12.36143857,12.58136712,0.333545032,low,0.608577825,medium,0.198327,low,0.78928,high
18,29,"2,13",2,13,6.020797289,Top Right,h,did not see,did not see,incorrect,FALSE,0.738029,10.64411116,high,0.13457586,low,12.52655438,14.81016024,0.37620482,low,0.700008516,high,0.311062,low,0.342227,low
18,30,"6,1",6,1,7.5,Bottom Left,h,early,early,incorrect,FALSE,0.783743,8.069105067,low,0.315587139,low,14.13795403,11.04942283,0.698799689,medium,0.520001095,medium,0.464173,low,0.492382,low
18,31,"8,5",8,5,4.031128874,Bottom Left,m,did not see,did not see,incorrect,FALSE,0.49912,6.812006337,low,0.310318732,low,9.163600247,15.69251421,0.535395161,medium,0.817047539,high,0.535063,medium,0.876311,high
18,32,"1,13",1,13,6.726812024,Top Right,m,3.65,3.65,correct,FALSE,0.49857,9.424437687,medium,0.102606722,low,10.59092374,17.55094477,0.402535668,medium,0.718065483,high,0.477183,low,0.378888,low
18,33,"1,9",1,9,5.024937811,Top Right,h,did not see,did not see,incorrect,FALSE,0.746658,4.614111186,low,0.149265881,low,10.49183059,9.696995934,0.512781742,medium,0.479681,medium,0.207347,low,0.183588,low
18,34,"1,10",1,10,5.220153254,Top Right,m,1.47,1.47,correct,FALSE,0.499959,10.32626235,high,0.286714527,low,11.19447818,14.2366771,0.497438751,medium,0.649467159,medium,0.563235,medium,0.678726,medium
18,35,"1,12",1,12,6.103277808,Top Right,h,did not see,did not see,incorrect,FALSE,0.734679,10.78471464,high,0.179079909,low,15.34391694,14.38535754,0.508477,medium,0.677180145,medium,0.33493,low,0.444266,low
18,36,"4,4",4,4,4.924428901,Top Left,h,2.06,2.06,correct,FALSE,0.771979,7.208511187,low,0.285060423,low,9.166194,16.83160892,0.500389391,medium,0.766199896,high,0.752833,high,0.835335,high
18,37,"6,11",6,11,2.5,Bottom Right,h,2.41,2.41,correct,FALSE,0.739862,10.99470967,high,0.385230702,low,14.87441399,13.37617557,0.635635585,medium,0.69913905,medium,0.441565,low,0.4804,low
18,38,"6,5",6,5,3.5,Bottom Left,h,1.27,1.27,correct,FALSE,0.758518,9.521109396,medium,0.375644685,low,10.9699314,19.57951928,0.61443564,medium,0.85735487,high,0.27523,low,0.468925,low
18,39,"9,8",9,8,3.041381265,Bottom Left,h,3.36,3.36,correct,FALSE,0.742853,10.08127017,high,0.364950618,low,12.89123284,14.9176846,0.628290595,medium,0.787643318,high,0.332404,low,0.419661,low
18,40,"2,3",2,3,6.800735254,Top Left,l,did not see,did not see,incorrect,FALSE,0.133655,10.56458774,high,0.430848026,medium,14.35243978,14.45106499,0.695856139,medium,0.813388525,high,0.375356,low,0.265063,low
18,41,"1,14",1,14,7.433034374,Top Right,h,did not see,did not see,incorrect,FALSE,0.736799,10.48444,high,0.269980479,low,12.62634897,13.54333989,0.496518415,medium,0.670272006,medium,0.656448,medium,0.815978,high
18,42,"7,13",7,13,4.609772229,Bottom Right,m,1.71,1.71,correct,FALSE,0.500695,8.19808684,low,0.391253477,low,10.44949291,15.81823347,0.604299494,medium,0.829366988,high,0.453987,low,0.412429,low
18,43,"6,15",6,15,6.5,Bottom Right,l,1.27,1.27,correct,FALSE,0.152267,9.618126041,medium,0.19610824,low,12.4081962,13.77561861,0.522964476,medium,0.647909571,medium,0.26877,low,0.249944,low
18,44,"1,12",1,12,6.103277808,Top Right,h,did not see,did not see,incorrect,FALSE,0.734679,10.78471464,high,0.179079909,low,15.34391694,14.38535754,0.508477,medium,0.677180145,medium,0.33493,low,0.444266,low
18,45,"7,1",7,1,7.566372975,Bottom Left,l,did not see,did not see,incorrect,FALSE,0.132252,7.582976558,low,0.345801319,low,9.144453936,17.41873825,0.541548451,medium,0.866349973,high,0.213652,low,0.392083,low
18,46,"8,12",8,12,4.031128874,Bottom Right,l,3.52,3.52,correct,FALSE,0.14951,6.7113568,low,0.276203655,low,11.74177958,12.67166615,0.636724214,medium,0.630259853,medium,0.209357,low,0.607968,medium
18,47,"1,5",1,5,6.103277808,Top Left,l,did not see,did not see,incorrect,FALSE,0.136468,8.949655165,medium,0.179499017,low,14.62175838,11.68992987,0.556387383,medium,0.547019886,medium,0.417885,low,0.495363,low
18,48,"11,11",11,11,5.590169944,Bottom Right,m,early,early,incorrect,FALSE,0.500313,7.72330069,low,0.243319301,low,14.53998244,10.58344222,0.636649044,medium,0.48022524,medium,0.609538,medium,0.67236,medium
