group,trialNum,position,row,col,dist to center,quadrant,sprite image difference,reaction time,reaction time (no),correct position mentioned,late,manish continuous,psnr,psnr_bin,ssim,ssim_bin,psnr dog to alpha,psnr alpha to cat,ssim dog to alpha,,ssim alpha to cat,,manish dog to alpha,,manish alpha to cat,alpha_to_cat_similarity_group
4,36,"9,4",9,4,5.408326913,Bottom Left,m,0.77,0.77,correct,FALSE,0.500631,9.10596,medium,0.292824624,low,11.29495284,13.62086718,0.518292385,medium,0.712222694,high,0.279565,low,0.346036,low
4,37,"3,4",3,4,5.408326913,Top Left,m,0.61,0.61,correct,FALSE,0.50103,8.780273627,medium,0.417624705,medium,10.29276997,18.19342967,0.625585228,medium,0.862712625,high,0.410524,low,0.395506,low
4,38,"7,2",7,2,6.576473219,Bottom Left,l,0.99,0.99,correct,FALSE,0.133131,9.29780517,medium,0.072964,low,13.80752412,11.36289305,0.381276229,low,0.45500579,medium,0.248192,low,0.476955,low
4,39,"11,6",11,6,5.590169944,Bottom Left,l,2,2,correct,FALSE,0.138655,10.11144153,high,0.280991005,low,12.95081191,13.53206151,0.560805841,medium,0.59694758,medium,0.295198,low,0.276641,low
4,40,"5,10",5,10,1.802775638,Top Right,h,0.63,0.63,correct,FALSE,0.740714,9.932323,medium,0.239574697,low,12.3850021,14.83577161,0.506066175,medium,0.692409133,medium,0.753412,high,0.678145,medium
4,41,"8,13",8,13,4.924428901,Bottom Right,h,1,1,correct,FALSE,0.733349,8.535357277,low,0.152199734,low,13.92567612,11.80376331,0.452735111,medium,0.619001128,medium,0.36034,low,0.389775,low
4,42,"1,7",1,7,5.220153254,Top Left,m,0.72,0.72,correct,FALSE,0.503747,8.876649727,medium,0.210924652,low,9.93742363,17.05925232,0.451266934,medium,0.779103668,high,0.481094,low,0.822615,high
4,43,"9,6",9,6,3.905124838,Bottom Left,m,0.69,0.69,correct,FALSE,0.502667,8.725985556,medium,0.416661317,medium,11.24819177,14.54266132,0.628532,medium,0.777890291,high,0.529516,medium,0.826592,high
4,44,"6,3",6,3,5.5,Bottom Left,m,0.71,0.71,correct,FALSE,0.500691,7.751437064,low,0.24050262,low,10.94020342,12.67649773,0.495544829,medium,0.642383,medium,0.596495,medium,0.735515,high
4,45,"3,14",3,14,6.264982043,Top Right,m,0.57,0.57,correct,FALSE,0.499892,8.937116676,medium,0.307539235,low,11.82424497,12.43097484,0.52331,medium,0.615030286,medium,0.6662,medium,0.656165,medium
4,46,"10,5",10,5,5.315072906,Bottom Left,l,1.97,1.97,correct,FALSE,0.137856,7.803767458,low,0.276825733,low,12.60270677,12.84937797,0.566765303,medium,0.708577117,high,0.202157,low,0.649259,medium
4,47,"4,8",4,8,2.061552813,Top Left,l,0.64,0.64,correct,FALSE,0.140752,7.796163948,low,0.243730855,low,14.63895589,10.95056531,0.657798728,medium,0.54002838,medium,0.320675,low,0.30832,low
4,48,"6,12",6,12,3.5,Bottom Right,m,0.71,0.71,correct,FALSE,0.500156,7.801163073,low,0.335256932,low,10.65907573,14.97632894,0.585893888,medium,0.806898182,high,0.331647,low,0.475351,low
4,49,"5,16",5,16,7.566372975,Top Right,h,0.79,0.79,correct,FALSE,0.731307,10.95698507,high,0.480901337,medium,15.20775849,13.56801681,0.741333493,high,0.771739,high,0.474986,low,0.409619,low
4,50,"7,11",7,11,2.692582404,Bottom Right,l,0.61,0.61,correct,FALSE,0.147853,9.569433646,medium,0.158388029,low,14.32793183,11.50281917,0.525956898,medium,0.516750079,medium,0.351476,low,0.475164,low
4,51,"10,8",10,8,4.031128874,Bottom Left,l,4.09,4.09,correct,FALSE,0.14553,9.794274695,medium,0.185166605,low,14.24197055,14.41046095,0.506931,medium,0.733222414,high,0.347868,low,0.354189,low
4,52,"4,15",4,15,6.800735254,Top Right,m,0.77,0.77,correct,FALSE,0.498275,7.867547353,low,0.335434947,low,11.27061811,13.98475212,0.633041731,medium,0.737636419,high,0.49275,low,0.860712,high
4,53,"11,5",11,5,6.103277808,Bottom Left,m,1.53,1.53,correct,FALSE,0.49994,7.961968337,low,0.30969124,low,10.02452302,15.11988237,0.541161959,medium,0.78335509,high,0.437235,low,0.455353,low
4,54,"4,15",4,15,6.800735254,Top Right,m,0.59,0.59,correct,FALSE,0.498275,7.867547353,low,0.335434947,low,11.27061811,13.98475212,0.633041731,medium,0.737636419,high,0.49275,low,0.860712,high
4,55,"1,3",1,3,7.433034374,Top Left,h,1.06,1.06,correct,FALSE,0.777352,8.700985643,medium,0.180291529,low,12.53741084,13.09281069,0.495628437,medium,0.627498461,medium,0.271993,low,0.279534,low
4,56,"11,12",11,12,6.103277808,Bottom Right,l,7.47 late,7.47,correct,TRUE,0.149208,6.964910345,low,0.205383878,low,11.37227671,11.36056335,0.513272278,medium,0.60665,medium,0.250617,low,0.465814,low
4,57,"9,4",9,4,5.408326913,Bottom Left,m,1.36,1.36,correct,FALSE,0.500631,9.10596,medium,0.292824624,low,11.29495284,13.62086718,0.518292385,medium,0.712222694,high,0.279565,low,0.346036,low
4,58,"10,4",10,4,6.020797289,Bottom Left,h,did not see,did not see,incorrect,FALSE,0.766454,9.475999,medium,0.297819217,low,13.01867065,13.95055075,0.536236678,medium,0.749323814,high,0.468754,low,0.527345,medium
4,59,"2,15",2,15,7.632168761,Top Right,h,0.92,0.92,correct,FALSE,0.733042,7.190191084,low,0.362656063,low,9.38279328,13.76564234,0.551752233,medium,0.766353542,high,0.411468,low,0.391219,low
4,60,"10,12",10,12,5.315072906,Bottom Right,h,2.22,2.22,correct,FALSE,0.737677,10.73877749,high,0.391478842,low,13.88322429,13.41302586,0.642355492,medium,0.698780103,medium,0.306243,low,0.359737,low
4,61,"3,14",3,14,6.264982043,Top Right,m,0.76,0.76,correct,FALSE,0.499892,8.937116676,medium,0.307539235,low,11.82424497,12.43097484,0.52331,medium,0.615030286,medium,0.6662,medium,0.656165,medium
4,62,"10,11",10,11,4.716990566,Bottom Right,l,did not see,did not see,incorrect,FALSE,0.151233,10.4232526,high,0.15361466,low,10.79656751,16.32892687,0.415566775,medium,0.720374659,high,0.277529,low,0.680981,medium
4,63,"8,15",8,15,6.800735254,Bottom Right,h,1.04,1.04,correct,FALSE,0.734422,8.71238593,medium,0.197689989,low,9.394358316,14.47228739,0.326145567,low,0.696217668,medium,0.591615,medium,0.755431,high
4,64,"6,14",6,14,5.5,Bottom Right,m,0.76,0.76,correct,FALSE,0.502396,8.910480767,medium,0.361857035,low,11.6861797,15.03899099,0.5946407,medium,0.807391859,high,0.544339,medium,0.80914,high
4,65,"4,15",4,15,6.800735254,Top Right,m,0.61,0.61,correct,FALSE,0.498275,7.867547353,low,0.335434947,low,11.27061811,13.98475212,0.633041731,medium,0.737636419,high,0.49275,low,0.860712,high
4,66,"11,10",11,10,5.220153254,Bottom Right,h,did not see,did not see,incorrect,FALSE,0.7424,7.486701604,low,0.319743383,low,11.55579275,12.08806228,0.593751088,medium,0.661036,medium,0.472472,low,0.497795,low
4,67,"8,2",8,2,6.800735254,Bottom Left,m,0.9,0.9,correct,FALSE,0.503689,10.48672742,high,0.323602818,low,13.37275327,14.35221457,0.604297192,medium,0.728889203,high,0.427817,low,0.494826,low
4,68,"1,12",1,12,6.103277808,Top Right,h,8.19 late,8.19,correct,TRUE,0.734679,10.78471464,high,0.179079909,low,15.34391694,14.38535754,0.508477,medium,0.677180145,medium,0.33493,low,0.444266,low
4,69,"3,1",3,1,8.077747211,Top Left,h,0.77,0.77,correct,FALSE,0.78336,8.98651201,medium,0.199499889,low,11.12865666,12.92687642,0.428102361,medium,0.575487854,medium,0.336643,low,0.347331,low
4,70,"3,12",3,12,4.609772229,Top Right,m,0.69,0.69,correct,FALSE,0.503271,11.01952866,high,0.486262059,medium,12.98841629,16.65209115,0.682977,medium,0.854956468,high,0.324602,low,0.423311,low
4,71,"5,3",5,3,5.590169944,Top Left,l,0.66,0.66,correct,FALSE,0.1342,9.967776817,medium,0.331556565,low,11.66729724,18.18540653,0.585238831,medium,0.847005986,high,0.293884,low,0.236578,low
4,72,"5,11",5,11,2.692582404,Top Right,m,0.54,0.54,correct,FALSE,0.505388,9.302464,medium,0.346448019,low,13.10872389,13.56997065,0.600633214,medium,0.709233661,high,0.456761,low,0.489285,low
4,73,"1,4",1,4,6.726812024,Top Left,h,0.82,0.82,correct,FALSE,0.775971,9.826318,medium,0.18007873,low,12.10056338,13.42246571,0.422549622,medium,0.648673698,medium,0.358936,low,0.397134,low
4,74,"4,4",4,4,4.924428901,Top Left,h,early,early,incorrect,FALSE,0.771979,7.208511187,low,0.285060423,low,9.166194,16.83160892,0.500389391,medium,0.766199896,high,0.752833,high,0.835335,high
4,75,"3,3",3,3,6.264982043,Top Left,m,1.17,1.17,correct,FALSE,0.501834,9.203473626,medium,0.269606409,low,15.24917709,12.38486797,0.619907995,medium,0.670961945,medium,0.249213,low,0.374208,low
4,76,"4,15",4,15,6.800735254,Top Right,m,did not see,did not see,incorrect,FALSE,0.498275,7.867547353,low,0.335434947,low,11.27061811,13.98475212,0.633041731,medium,0.737636419,high,0.49275,low,0.860712,high
4,77,"8,14",8,14,5.852349955,Bottom Right,l,did not see,did not see,incorrect,FALSE,0.149415,4.954621676,low,0.185790744,low,12.97410347,9.090461796,0.702571619,high,0.438975857,medium,0.451169,low,0.355001,low
4,78,"11,11",11,11,5.590169944,Bottom Right,m,did not see,did not see,incorrect,FALSE,0.500313,7.72330069,low,0.243319301,low,14.53998244,10.58344222,0.636649044,medium,0.48022524,medium,0.609538,medium,0.67236,medium
4,79,"7,13",7,13,4.609772229,Bottom Right,m,0.67,0.67,correct,FALSE,0.500695,8.19808684,low,0.391253477,low,10.44949291,15.81823347,0.604299494,medium,0.829366988,high,0.453987,low,0.412429,low
4,80,"9,4",9,4,5.408326913,Bottom Left,m,1.04,1.04,correct,FALSE,0.500631,9.10596,medium,0.292824624,low,11.29495284,13.62086718,0.518292385,medium,0.712222694,high,0.279565,low,0.346036,low
4,81,"2,6",2,6,4.716990566,Top Left,l,0.62,0.62,correct,FALSE,0.137677,9.56870836,medium,0.265540002,low,10.68589655,17.76339604,0.512944441,medium,0.817970532,high,0.211048,low,0.855506,high
4,82,"2,3",2,3,6.800735254,Top Left,l,1.52,1.52,correct,FALSE,0.133655,10.56458774,high,0.430848026,medium,14.35243978,14.45106499,0.695856139,medium,0.813388525,high,0.375356,low,0.265063,low
4,83,"6,7",6,7,1.5,Bottom Left,l,0.61,0.61,correct,FALSE,0.140702,9.368791299,medium,0.253334812,low,10.28533586,20.54707722,0.498136795,medium,0.82694999,high,0.31958,low,0.609008,medium
4,84,"2,10",2,10,4.272001873,Top Right,h,0.58,0.58,correct,FALSE,0.742032,10.62671603,high,0.172589076,low,12.72105262,13.472514,0.479026913,medium,0.597659753,medium,0.409177,low,0.337879,low
4,85,"3,13",3,13,5.408326913,Top Right,l,0.62,0.62,correct,FALSE,0.148752,7.830256908,low,0.087852,low,11.31387763,14.11025248,0.462885969,medium,0.559545804,medium,0.344234,low,0.327035,low
4,86,"4,15",4,15,6.800735254,Top Right,m,0.65,0.65,correct,FALSE,0.498275,7.867547353,low,0.335434947,low,11.27061811,13.98475212,0.633041731,medium,0.737636419,high,0.49275,low,0.860712,high
4,87,"8,8",8,8,2.061552813,Bottom Left,m,0.93,0.93,correct,FALSE,0.493819,7.823545292,low,0.214039562,low,10.49018996,13.59269788,0.461056536,medium,0.690899417,medium,0.416045,low,0.720582,high
4,88,"4,8",4,8,2.061552813,Top Left,l,0.62,0.62,correct,FALSE,0.140752,7.796163948,low,0.243730855,low,14.63895589,10.95056531,0.657798728,medium,0.54002838,medium,0.320675,low,0.30832,low
4,89,"1,4",1,4,6.726812024,Top Left,h,0.77,0.77,correct,FALSE,0.775971,9.826318,medium,0.18007873,low,12.10056338,13.42246571,0.422549622,medium,0.648673698,medium,0.358936,low,0.397134,low
4,90,"5,8",5,8,1.118033989,Top Left,m,0.57,0.57,correct,FALSE,0.497437,11.394567,high,0.45873101,medium,13.99918661,15.82898247,0.691293555,medium,0.842318768,high,0.388635,low,0.537615,medium
4,91,"5,9",5,9,1.118033989,Top Right,l,0.65,0.65,correct,FALSE,0.144013,10.1573656,high,0.315364198,low,11.43292894,16.38790518,0.536672831,medium,0.808671829,high,0.262363,low,0.473711,low
4,92,"3,14",3,14,6.264982043,Top Right,m,0.95,0.95,correct,FALSE,0.499892,8.937116676,medium,0.307539235,low,11.82424497,12.43097484,0.52331,medium,0.615030286,medium,0.6662,medium,0.656165,medium
4,93,"6,5",6,5,3.5,Bottom Left,h,0.61,0.61,correct,FALSE,0.758518,9.521109396,medium,0.375644685,low,10.9699314,19.57951928,0.61443564,medium,0.85735487,high,0.27523,low,0.468925,low
4,94,"6,15",6,15,6.5,Bottom Right,l,0.63,0.63,correct,FALSE,0.152267,9.618126041,medium,0.19610824,low,12.4081962,13.77561861,0.522964476,medium,0.647909571,medium,0.26877,low,0.249944,low
4,95,"2,9",2,9,4.031128874,Top Right,l,0.66,0.66,correct,FALSE,0.141383,5.259092283,low,0.191067006,low,7.472157105,15.11903036,0.407429085,medium,0.794420219,high,0.422637,low,0.339625,low
4,96,"8,11",8,11,3.201562119,Bottom Right,m,0.72,0.72,correct,FALSE,0.499336,11.60434128,high,0.365012119,low,14.52275449,13.75396207,0.621860307,medium,0.714992648,high,0.297402,low,0.377662,low
4,97,"8,2",8,2,6.800735254,Bottom Left,m,0.98,0.98,correct,FALSE,0.503689,10.48672742,high,0.323602818,low,13.37275327,14.35221457,0.604297192,medium,0.728889203,high,0.427817,low,0.494826,low
4,98,"6,9",6,9,0.5,Bottom Right,m,0.68,0.68,correct,FALSE,0.504844,8.173941,low,0.293603408,low,11.09340575,13.34785152,0.511369419,medium,0.68037281,medium,0.357873,low,0.275719,low
4,99,"1,4",1,4,6.726812024,Top Left,h,0.75,0.75,correct,FALSE,0.775971,9.826318,medium,0.18007873,low,12.10056338,13.42246571,0.422549622,medium,0.648673698,medium,0.358936,low,0.397134,low
4,100,"11,11",11,11,5.590169944,Bottom Right,m,1.74,1.74,incorrect,FALSE,0.500313,7.72330069,low,0.243319301,low,14.53998244,10.58344222,0.636649044,medium,0.48022524,medium,0.609538,medium,0.67236,medium
5,1,"3,2",3,2,7.158910532,Top Left,h,8.63 late,8.63,correct,TRUE,0.782826,9.207862,medium,0.068957,low,12.8432402,12.83890738,0.405530723,medium,0.554326117,medium,0.766983,high,0.868293,high
5,2,"1,13",1,13,6.726812024,Top Right,m,did not see,did not see,incorrect,FALSE,0.49857,9.424437687,medium,0.102606722,low,10.59092374,17.55094477,0.402535668,medium,0.718065483,high,0.477183,low,0.378888,low
5,3,"10,4",10,4,6.020797289,Bottom Left,h,did not see,did not see,incorrect,FALSE,0.766454,9.475999,medium,0.297819217,low,13.01867065,13.95055075,0.536236678,medium,0.749323814,high,0.468754,low,0.527345,medium
5,4,"2,6",2,6,4.716990566,Top Left,l,did not see,did not see,incorrect,FALSE,0.137677,9.56870836,medium,0.265540002,low,10.68589655,17.76339604,0.512944441,medium,0.817970532,high,0.211048,low,0.855506,high
5,5,"3,13",3,13,5.408326913,Top Right,l,did not see,did not see,incorrect,FALSE,0.148752,7.830256908,low,0.087852,low,11.31387763,14.11025248,0.462885969,medium,0.559545804,medium,0.344234,low,0.327035,low
5,6,"5,2",5,2,6.576473219,Top Left,m,0.97,0.97,correct,FALSE,0.502767,12.18970349,high,0.370590399,low,12.53660953,16.26785348,0.578909406,medium,0.817709103,high,0.508171,medium,0.842493,high
5,7,"2,10",2,10,4.272001873,Top Right,h,0.82,0.82,correct,FALSE,0.742032,10.62671603,high,0.172589076,low,12.72105262,13.472514,0.479026913,medium,0.597659753,medium,0.409177,low,0.337879,low
5,8,"8,7",8,7,2.5,Bottom Left,h,0.63,0.63,correct,FALSE,0.74669,14.17952972,high,0.45948622,medium,13.6085613,14.22007998,0.615035934,medium,0.631418009,medium,0.74661,high,0.843826,high
5,9,"7,6",7,6,2.692582404,Bottom Left,h,did not see,did not see,incorrect,FALSE,0.756419,11.65619691,high,0.275797555,low,14.48470332,13.39998735,0.527994,medium,0.712493068,high,0.280259,low,0.343404,low
5,10,"11,12",11,12,6.103277808,Bottom Right,l,did not see,did not see,incorrect,FALSE,0.149208,6.964910345,low,0.205383878,low,11.37227671,11.36056335,0.513272278,medium,0.60665,medium,0.250617,low,0.465814,low
5,11,"6,5",6,5,3.5,Bottom Left,h,1.21,1.21,correct,FALSE,0.758518,9.521109396,medium,0.375644685,low,10.9699314,19.57951928,0.61443564,medium,0.85735487,high,0.27523,low,0.468925,low
5,12,"9,12",9,12,4.609772229,Bottom Right,m,1.11,1.11,correct,FALSE,0.499084,10.24915996,high,0.436772256,medium,11.75493408,16.89304023,0.653406285,medium,0.859242589,high,0.256873,low,0.324843,low
5,13,"10,13",10,13,6.020797289,Bottom Right,m,did not see,did not see,incorrect,FALSE,0.500591,10.06340683,high,0.298305425,low,10.13842924,19.49684594,0.474857724,medium,0.850984441,high,0.52999,medium,0.83216,high
5,14,"6,16",6,16,7.5,Bottom Right,l,0.74,0.74,correct,FALSE,0.153924,14.03396787,high,0.28624245,low,14.23714988,16.69837,0.565897576,medium,0.797867769,high,0.246366,low,0.808382,high
5,15,"1,10",1,10,5.220153254,Top Right,m,0.77,0.77,correct,FALSE,0.499959,10.32626235,high,0.286714527,low,11.19447818,14.2366771,0.497438751,medium,0.649467159,medium,0.563235,medium,0.678726,medium
5,16,"5,12",5,12,3.640054945,Top Right,l,did not see,did not see,incorrect,FALSE,0.14642,8.459853003,low,0.061378,low,11.75766421,13.21337404,0.433901126,medium,0.52457487,medium,0.292993,low,0.374829,low
5,17,"9,9",9,9,3.041381265,Bottom Right,m,0.89,0.89,correct,FALSE,0.501961,7.549186365,low,0.261199008,low,8.747970419,18.6791846,0.440575101,medium,0.832337795,high,0.287744,low,0.277304,low
5,18,"7,8",7,8,1.118033989,Bottom Left,l,0.95,0.95,correct,FALSE,0.141446,8.907897251,medium,0.196729243,low,11.71109844,15.33970314,0.519486562,medium,0.678647,medium,0.510532,medium,0.30426,low
5,19,"2,9",2,9,4.031128874,Top Right,l,0.82,0.82,correct,FALSE,0.141383,5.259092283,low,0.191067006,low,7.472157105,15.11903036,0.407429085,medium,0.794420219,high,0.422637,low,0.339625,low
5,20,"5,5",5,5,3.640054945,Top Left,m,7.01 late,7.01,correct,TRUE,0.502465,11.24589236,high,0.273838784,low,14.15985759,13.58914319,0.562401451,medium,0.693121,medium,0.359365,low,0.346689,low
5,21,"9,10",9,10,3.354101966,Bottom Right,l,5.37,5.37,correct,FALSE,0.146642,4.842865959,low,0.178752532,low,10.02491233,10.40007359,0.543976362,medium,0.577367835,medium,0.272733,low,0.263515,low
5,22,"8,10",8,10,2.5,Bottom Right,h,0.82,0.82,correct,FALSE,0.741974,10.06407798,high,0.471237997,medium,12.8613049,13.91766946,0.659242311,medium,0.718854645,high,0.764273,high,0.849275,high
5,23,"11,8",11,8,5.024937811,Bottom Left,m,did not see,did not see,incorrect,FALSE,0.502892,8.38158913,low,0.186747736,low,11.24587368,13.01680924,0.501628904,medium,0.585746516,medium,0.26396,low,0.427673,low
5,24,"5,2",5,2,6.576473219,Top Left,m,0.81,0.81,correct,FALSE,0.502767,12.18970349,high,0.370590399,low,12.53660953,16.26785348,0.578909406,medium,0.817709103,high,0.508171,medium,0.842493,high
5,25,"5,11",5,11,2.692582404,Top Right,m,0.76,0.76,correct,FALSE,0.505388,9.302464,medium,0.346448019,low,13.10872389,13.56997065,0.600633214,medium,0.709233661,high,0.456761,low,0.489285,low
5,26,"2,2",2,2,7.632168761,Top Left,m,did not see,did not see,incorrect,FALSE,0.503448,7.575062934,low,0.261009,low,11.01136572,13.10773724,0.527858233,medium,0.692547368,medium,0.40163,low,0.355659,low
5,27,"6,3",6,3,5.5,Bottom Left,m,0.95,0.95,correct,FALSE,0.500691,7.751437064,low,0.24050262,low,10.94020342,12.67649773,0.495544829,medium,0.642383,medium,0.596495,medium,0.735515,high
5,28,"5,13",5,13,4.609772229,Top Right,h,0.73,0.73,correct,FALSE,0.736745,11.33257586,high,0.183858439,low,12.73454577,13.35596674,0.467911418,medium,0.584303587,medium,0.405053,low,0.448635,low
5,29,"8,13",8,13,4.924428901,Bottom Right,h,8.61 late,8.61,correct,TRUE,0.733349,8.535357277,low,0.152199734,low,13.92567612,11.80376331,0.452735111,medium,0.619001128,medium,0.36034,low,0.389775,low
5,30,"1,9",1,9,5.024937811,Top Right,h,did not see,did not see,incorrect,FALSE,0.746658,4.614111186,low,0.149265881,low,10.49183059,9.696995934,0.512781742,medium,0.479681,medium,0.207347,low,0.183588,low
5,31,"3,2",3,2,7.158910532,Top Left,h,8.40 late,8.4,correct,TRUE,0.782826,9.207862,medium,0.068957,low,12.8432402,12.83890738,0.405530723,medium,0.554326117,medium,0.766983,high,0.868293,high
5,32,"2,8",2,8,4.031128874,Top Left,m,did not see,did not see,incorrect,FALSE,0.496145,7.437528461,low,0.246270248,low,10.94292144,11.86846537,0.530839105,medium,0.515177493,medium,0.622473,medium,0.76804,high
5,33,"7,9",7,9,1.118033989,Bottom Right,h,1.05,1.05,correct,FALSE,0.741072,10.47874979,high,0.105368632,low,13.97430586,14.12906901,0.400642002,medium,0.675553024,medium,0.215563,low,0.248952,low
5,34,"7,7",7,7,1.802775638,Bottom Left,m,did not see,did not see,incorrect,FALSE,0.502215,8.656773238,low,0.422748638,medium,12.36911757,15.11340049,0.665249717,medium,0.783442259,high,0.661167,medium,0.560356,medium
5,35,"8,12",8,12,4.031128874,Bottom Right,l,2.91,2.91,correct,FALSE,0.14951,6.7113568,low,0.276203655,low,11.74177958,12.67166615,0.636724214,medium,0.630259853,medium,0.209357,low,0.607968,medium
5,36,"7,16",7,16,7.566372975,Bottom Right,m,did not see,did not see,incorrect,FALSE,0.500357,8.320421817,low,0.28431279,low,12.83948864,11.43907949,0.658612976,medium,0.498369677,medium,0.369187,low,0.296237,low
5,37,"3,6",3,6,3.905124838,Top Left,m,did not see,did not see,incorrect,FALSE,0.503727,7.764464,low,0.226812087,low,8.927291831,16.85548215,0.434222,medium,0.769897502,high,0.430121,low,0.489793,low
5,38,"9,7",9,7,3.354101966,Bottom Left,l,3.48,3.48,correct,FALSE,0.139933,10.0626,high,0.16400719,low,14.65662339,13.56802904,0.536818127,medium,0.669926803,medium,0.341348,low,0.279165,low
5,39,"10,4",10,4,6.020797289,Bottom Left,h,did not see,did not see,incorrect,FALSE,0.766454,9.475999,medium,0.297819217,low,13.01867065,13.95055075,0.536236678,medium,0.749323814,high,0.468754,low,0.527345,medium
5,40,"8,9",8,9,2.061552813,Bottom Right,l,0.84,0.84,correct,FALSE,0.144569,10.02450662,medium,0.156656651,low,11.1050448,16.91112941,0.477594117,medium,0.694965002,medium,0.257502,low,0.329008,low
5,41,"3,7",3,7,3.354101966,Top Left,l,did not see,did not see,incorrect,FALSE,0.138609,7.915379776,low,0.135603743,low,15.00597891,11.34854427,0.536714869,medium,0.567697923,medium,0.350456,low,0.343107,low
5,42,"8,9",8,9,2.061552813,Bottom Right,l,3.52,3.52,correct,FALSE,0.144569,10.02450662,medium,0.156656651,low,11.1050448,16.91112941,0.477594117,medium,0.694965002,medium,0.257502,low,0.329008,low
5,43,"8,12",8,12,4.031128874,Bottom Right,l,1.48,1.48,correct,FALSE,0.14951,6.7113568,low,0.276203655,low,11.74177958,12.67166615,0.636724214,medium,0.630259853,medium,0.209357,low,0.607968,medium
5,44,"4,1",4,1,7.762087348,Top Left,l,0.78,0.78,correct,FALSE,0.131703,10.19838024,high,0.218051144,low,10.22316355,15.72851359,0.427485508,medium,0.691529169,medium,0.220884,low,0.553676,medium
5,45,"2,15",2,15,7.632168761,Top Right,h,1.66,1.66,correct,FALSE,0.733042,7.190191084,low,0.362656063,low,9.38279328,13.76564234,0.551752233,medium,0.766353542,high,0.411468,low,0.391219,low
5,46,"3,8",3,8,3.041381265,Top Left,h,3.08,3.08,correct,FALSE,0.747077,8.87526057,medium,0.431442666,medium,13.31413275,13.01872619,0.685711,medium,0.762279553,high,0.356156,low,0.374724,low
5,47,"3,4",3,4,5.408326913,Top Left,m,1.11,1.11,correct,FALSE,0.50103,8.780273627,medium,0.417624705,medium,10.29276997,18.19342967,0.625585228,medium,0.862712625,high,0.410524,low,0.395506,low
5,48,"2,15",2,15,7.632168761,Top Right,h,did not see,did not see,incorrect,FALSE,0.733042,7.190191084,low,0.362656063,low,9.38279328,13.76564234,0.551752233,medium,0.766353542,high,0.411468,low,0.391219,low
5,49,"2,15",2,15,7.632168761,Top Right,h,did not see,did not see,incorrect,FALSE,0.733042,7.190191084,low,0.362656063,low,9.38279328,13.76564234,0.551752233,medium,0.766353542,high,0.411468,low,0.391219,low
5,50,"5,5",5,5,3.640054945,Top Left,m,1.32,1.32,correct,FALSE,0.502465,11.24589236,high,0.273838784,low,14.15985759,13.58914319,0.562401451,medium,0.693121,medium,0.359365,low,0.346689,low
5,51,"3,15",3,15,7.158910532,Top Right,l,0.9,0.9,correct,FALSE,0.1503,9.074487,medium,0.163994237,low,9.696648316,18.86998291,0.416280813,medium,0.762278638,high,0.394223,low,0.377542,low
5,52,"5,10",5,10,1.802775638,Top Right,h,1.05,1.05,correct,FALSE,0.740714,9.932323,medium,0.239574697,low,12.3850021,14.83577161,0.506066175,medium,0.692409133,medium,0.753412,high,0.678145,medium
5,53,"10,6",10,6,4.716990566,Bottom Left,h,7.68 late,7.68,correct,TRUE,0.749555,9.93544233,medium,0.334959898,low,16.19531718,11.9445738,0.673408807,medium,0.601764,medium,0.230714,low,0.194986,low
5,54,"5,7",5,7,1.802775638,Top Left,h,0.87,0.87,correct,FALSE,0.747937,9.302374,medium,0.146219451,low,10.57046,14.78080315,0.399254733,low,0.647512864,medium,0.69043,medium,0.785063,high
5,55,"2,12",2,12,5.315072906,Top Right,l,did not see,did not see,incorrect,FALSE,0.147122,4.198022944,low,0.139917736,low,11.81424932,8.671105795,0.651215233,medium,0.324339742,low,0.463928,low,0.210546,low
5,56,"3,3",3,3,6.264982043,Top Left,m,4.93,4.93,correct,FALSE,0.501834,9.203473626,medium,0.269606409,low,15.24917709,12.38486797,0.619907995,medium,0.670961945,medium,0.249213,low,0.374208,low
5,57,"2,2",2,2,7.632168761,Top Left,m,7.32 late,7.32,correct,TRUE,0.503448,7.575062934,low,0.261009,low,11.01136572,13.10773724,0.527858233,medium,0.692547368,medium,0.40163,low,0.355659,low
5,58,"6,4",6,4,4.5,Bottom Left,m,0.81,0.81,correct,FALSE,0.498255,7.890527632,low,0.404747746,medium,11.55185821,12.99825815,0.686819458,medium,0.702595454,high,0.551387,medium,0.71188,high
5,59,"1,13",1,13,6.726812024,Top Right,m,did not see,did not see,incorrect,FALSE,0.49857,9.424437687,medium,0.102606722,low,10.59092374,17.55094477,0.402535668,medium,0.718065483,high,0.477183,low,0.378888,low
5,60,"10,7",10,7,4.272001873,Bottom Left,m,did not see,did not see,incorrect,FALSE,0.508513,8.513237656,low,0.403968,medium,13.23805087,13.34985898,0.677701305,medium,0.793334185,high,0.264864,low,0.374528,low
5,61,"8,11",8,11,3.201562119,Bottom Right,m,2.22,2.22,correct,FALSE,0.499336,11.60434128,high,0.365012119,low,14.52275449,13.75396207,0.621860307,medium,0.714992648,high,0.297402,low,0.377662,low
5,62,"9,5",9,5,4.609772229,Bottom Left,h,1.08,1.08,correct,FALSE,0.755298,10.55875115,high,0.471726003,medium,13.03431237,13.87760958,0.724309,high,0.705077689,high,0.456023,low,0.465785,low
5,63,"3,5",3,5,4.609772229,Top Left,h,2.56,2.56,correct,FALSE,0.757983,10.13658799,high,0.1985744,low,11.71430297,13.95804308,0.426211827,medium,0.650370153,medium,0.287501,low,0.371619,low
